"teamid","state","city","number"
3175,"MI","Mt. Pleasant","1"
3175,"TN","Nashville","1"
3175,"DE","Newark","1"
3175,"NJ","Newark","1"
3175,"VA","Norfolk","14"
3175,"SC","Orangeburg","4"
3175,"PA","Philadelphia","5"
3175,"PA","Pittsburgh","2"
3175,"MD","Princess Anne","9"
3175,"NY","Queens","1"
3175,"VA","Richmond","1"
3175,"GA","Savannah","1"
3175,"NJ","South Orange","1"
3175,"NY","Syracuse","2"
3175,"FL","Tallahassee","7"
3175,"MD","Towson","2"
3175,"DC","Washington","7"
3175,"NY","West Point","1"
3175,"VA","Williamsburg","1"
3175,"NC","Winston-Salem","3"
3176,"TX","Arlington","1"
3176,"TX","Beaumont","1"
3176,"FL","Boca Raton","1"
3176,"CO","Boulder","4"
3176,"MT","Bozeman","1"
3176,"SD","Brookings","6"
3176,"IL","Chicago","1"
3176,"CA","Davis","1"
3176,"CO","Denver","66"
3176,"TX","El Paso","1"
3176,"OR","Eugene","1"
3176,"ND","Fargo","5"
3176,"AZ","Flagstaff","1"
3176,"CO","Fort Collins","4"
3176,"IN","Fort Wayne","3"
3176,"BA","Freeport","2"
3176,"CA","Fullerton","1"
3176,"CO","Greeley","3"
3176,"HI","Honolulu","3"
3176,"AR","Hot Springs","3"
3176,"IN","Indianapolis","4"
3176,"AR","Jonesboro","2"
3176,"MO","Kansas City","3"
3176,"WA","Kent","1"
3176,"WY","Laramie","5"
3176,"NM","Las Cruces","1"
3176,"NV","Las Vegas","1"
3176,"NE","Lincoln","1"
3176,"AR","Little Rock","2"
3176,"UT","Logan","1"
3176,"CA","Long Beach","1"
3176,"CA","Los Angeles","2"
3176,"IL","Macomb","7"
3176,"CA","Malibu","1"
3176,"FL","Miami","1"
3176,"WI","Milwaukee","1"
3176,"MN","Minneapolis","1"
3176,"MT","Missoula","3"
3176,"AL","Mobile","1"
3176,"ID","Moscow","1"
3176,"TN","Murfreesboro","2"
3176,"TN","Nashville","1"
3176,"UT","Ogden","1"
3176,"NE","Omaha","4"
3176,"UT","Orem","1"
3176,"AZ","Phoenix","2"
3176,"ID","Pocatello","1"
3176,"LA","Ruston","1"
3176,"UT","Salt Lake City","1"
3176,"CA","San Jose","1"
3176,"PR","San Juan","2"
3176,"WA","Seattle","1"
3176,"SD","Sioux Falls","7"
3176,"OK","Tulsa","5"
3176,"SD","Vermillion","7"
3176,"DC","Washington","1"
3176,"IN","West Lafayette","3"
3177,"IA","Ames","1"
3177,"CT","Bridgeport","1"
3177,"SD","Brookings","1"
3177,"PA","Bryn Mawr","1"
3177,"MX","Cancun","1"
3177,"IL","Chicago","28"
3177,"OH","Cincinnati","1"
3177,"TX","College Station","1"
3177,"OR","Corvallis","1"
3177,"TX","Dallas","1"
3177,"NC","Durham","1"
3177,"IL","Evanston","2"
3177,"FL","Fort Myers","1"
3177,"WI","Green Bay","1"
3177,"CT","Hartford","4"
3177,"HI","Honolulu","1"
3177,"KY","Lexington","1"
3177,"NE","Lincoln","1"
3177,"KY","Louisville","3"
3177,"WI","Milwaukee","8"
3177,"WV","Morgantown","1"
3177,"NY","New York","1"
3177,"IN","Notre Dame","6"
3177,"NE","Omaha","1"
3177,"NV","Paradise","1"
3177,"PA","Philadelphia","2"
3177,"NJ","Piscataway","2"
3177,"RI","Providence","2"
3177,"NY","Queens","1"
3177,"IL","Rosemont","1"
3177,"CA","San Francisco","1"
3177,"NJ","South Orange","1"
3177,"VI","St. Thomas","1"
3177,"CA","Stanford","1"
3177,"MS","Starkville","1"
3177,"CT","Storrs","4"
3177,"NY","Syracuse","1"
3177,"AZ","Tempe","1"
3177,"PA","Villanova","3"
3177,"TX","Waco","1"
3177,"DC","Washington","1"
3177,"IN","West Lafayette","1"
3178,"OH","Akron","2"
3178,"MI","Ann Arbor","3"
3178,"GA","Athens","1"
3178,"OH","Athens","1"
3178,"FL","Boca Raton","1"
3178,"OH","Bowling Green","2"
3178,"NY","Buffalo","1"
3178,"IL","Champaign","1"
3178,"IL","Chicago","7"
3178,"OH","Cincinnati","2"
3178,"OH","Cleveland","9"
3178,"MD","College Park","1"
3178,"OH","Columbus","1"
3178,"OH","Dayton","7"
3178,"FL","Daytona Beach","2"
3178,"MI","Detroit","82"
3178,"MI","East Lansing","5"
3178,"OH","Fairborn","1"
3178,"VA","Fairfax","1"
3178,"IN","Fort Wayne","1"
3178,"WI","Green Bay","14"
3178,"NC","Greenville","1"
3178,"KY","Highland Heights","5"
3178,"IN","Indianapolis","6"
3178,"MI","Kalamazoo","4"
3178,"OH","Kent","1"
3178,"NV","Las Vegas","2"
3178,"WI","Milwaukee","5"
3178,"MN","Minneapolis","1"
3178,"KY","Morehead","1"
3178,"IN","Muncie","1"
3178,"LA","New Orleans","2"
3178,"NY","Niagara Falls","1"
3178,"CA","Northridge","3"
3178,"OH","Oxford","1"
3178,"IL","Peoria","1"
3178,"MI","Rochester","5"
3178,"TX","San Antonio","2"
3178,"NY","St. Bonaventure","1"
3178,"FL","Tampa","1"
3178,"IN","Terre Haute","1"
3178,"OH","Toledo","4"
3178,"IN","Valparaiso","4"
3178,"OH","Youngstown","7"
3178,"MI","Ypsilanti","2"
3179,"IA","Ames","5"
3179,"CO","Boulder","1"
3179,"SD","Brookings","1"
3179,"MX","Cancun","2"
3179,"IL","Carbondale","4"
3179,"IA","Cedar Falls","5"
3179,"IL","Chicago","1"
3179,"TX","College Station","1"
3179,"IL","DeKalb","1"
3179,"IA","Des Moines","43"
3179,"IL","East Peoria","1"
3179,"IL","Edwardsville","1"
3179,"FL","Estero","1"
3179,"OR","Eugene","1"
3179,"IN","Evansville","1"
3179,"CO","Fort Collins","1"
3179,"ND","Grand Forks","1"
3179,"WI","Green Bay","1"
3179,"IA","Iowa City","7"
3179,"MO","Kansas City","1"
3179,"WY","Laramie","1"
3179,"NM","Las Cruces","2"
3179,"WI","Madison","1"
3179,"KS","Manhattan","1"
3179,"IL","Moline","1"
3179,"CA","Moraga","1"
3179,"LA","New Orleans","1"
3179,"IL","Normal","5"
3179,"OK","Norman","1"
3179,"NE","Omaha","5"
3179,"IL","Peoria","2"
3179,"WA","Seattle","1"
3179,"MO","Springfield","7"
3179,"MO","St. Charles","6"
3179,"IN","Terre Haute","4"
3179,"SD","Vermillion","2"
3179,"KS","Wichita","6"
3180,"GA","Atlanta","1"
3180,"PA","Bethlehem","2"
3180,"MA","Boston","1"
3180,"SC","Charleston","4"
3180,"VA","Charlottesville","2"
3180,"IL","Chicago","1"
3180,"MD","College Park","2"
3180,"SC","Columbia","1"
3180,"NC","Elon","2"
3180,"VA","Fairfax","1"
3180,"CT","Hamden","1"
3180,"NY","Hamilton","1"
3180,"VA","Harrisonburg","11"
3180,"NY","Hempstead","6"
3180,"PA","Lewisburg","2"
3180,"FL","Melbourne","2"
3180,"TN","Nashville","1"
3180,"DE","Newark","4"
3180,"VA","Norfolk","2"
3180,"PA","Philadelphia","46"
3180,"PA","Pittsburgh","1"
3180,"NJ","Princeton","3"
3180,"RI","Providence","1"
3180,"VA","Richmond","1"
3180,"NY","Riverdale","1"
3180,"CA","San Diego","1"
3180,"NJ","South Orange","1"
3180,"NY","Syracuse","2"
3180,"FL","Tampa","1"
3180,"OH","Toledo","1"
3180,"MD","Towson","1"
3180,"PA","University Park","1"
3180,"MD","Upper Marlboro","6"
3180,"PA","Villanova","1"
3180,"DC","Washington","1"
3180,"VA","Williamsburg","2"
3180,"NC","Wilmington","1"
3181,"NY","Albany","1"
3181,"GA","Atlanta","2"
3181,"VA","Blacksburg","1"
3181,"NC","Chapel Hill","4"
3181,"VA","Charlottesville","2"
3181,"MA","Chestnut Hill","3"
3181,"SC","Clemson","1"
3181,"MD","College Park","2"
3181,"TX","College Station","3"
3181,"SC","Columbia","3"
3181,"SC","Conway","1"
3181,"FL","Coral Gables","3"
3181,"OR","Corvallis","1"
3181,"NC","Durham","21"
3181,"FL","Estero","2"
3181,"IL","Evanston","1"
3181,"FL","Fort Myers","1"
3181,"BA","Freeport","1"
3181,"CA","Fresno","1"
3181,"NC","Greensboro","7"
3181,"CT","Hartford","1"
3181,"KY","Lexington","2"
3181,"NE","Lincoln","2"
3181,"KY","Louisville","3"
3181,"TN","Memphis","1"
3181,"TN","Nashville","1"
3181,"VA","Norfolk","1"
3181,"IN","Notre Dame","4"
3181,"PA","Philadelphia","1"
3181,"NC","Raleigh","3"
3181,"WA","Spokane","1"
3181,"CA","Stanford","1"
3181,"CT","Storrs","2"
3181,"NY","Syracuse","2"
3181,"FL","Tallahassee","3"
3181,"PA","Villanova","1"
3181,"NC","Winston-Salem","1"
3182,"MA","Amherst","2"
3182,"TX","Austin","1"
3182,"CA","Berkeley","1"
3182,"PA","Bethlehem","1"
3182,"NY","Bronx","2"
3182,"NC","Chapel Hill","1"
3182,"NC","Charlotte","2"
3182,"IL","Chicago","1"
3182,"OH","Cincinnati","1"
3182,"OH","Columbus","1"
3182,"AR","Conway","1"
3182,"NC","Davidson","1"
3182,"OH","Dayton","6"
3182,"TX","Fort Worth","1"
3182,"FL","Gainesville","1"
3182,"ND","Grand Forks","1"
3182,"WI","Green Bay","1"
3182,"NH","Hanover","1"
3182,"VA","Harrisonburg","1"
3182,"TN","Johnson City","1"
3182,"RI","Kingston","2"
3182,"MA","Lowell","1"
3182,"WV","Morgantown","2"
3182,"PA","Philadelphia","10"
3182,"PA","Pittsburgh","39"
3182,"NJ","Princeton","1"
3182,"RI","Providence","1"
3182,"VA","Richmond","7"
3182,"NY","St. Bonaventure","5"
3182,"MO","St. Louis","3"
3182,"FL","St. Petersburg","2"
3182,"OK","Stillwater","1"
3182,"CT","Storrs","1"
3182,"OH","Toledo","1"
3182,"ON","Toronto","2"
3182,"MD","Upper Marlboro","1"
3182,"DC","Washington","2"
3183,"MO","Cape Girardeau","6"
3183,"IL","Carbondale","2"
3183,"IL","Charleston","58"
3183,"IL","Chicago","4"
3183,"OH","Cincinnati","2"
3183,"TN","Clarksville","4"
3183,"OH","Cleveland","1"
3183,"OH","Columbus","1"
3183,"AR","Conway","1"
3183,"TN","Cookeville","4"
3183,"FL","Coral Gables","1"
3183,"TX","Dallas","1"
3183,"OH","Dayton","2"
3183,"IL","DeKalb","4"
3183,"FL","DeLand","1"
3183,"TX","Denton","1"
3183,"IL","Edwardsville","6"
3183,"IL","Evanston","1"
3183,"IN","Evansville","2"
3183,"IN","Fort Wayne","1"
3183,"IN","Indianapolis","2"
3183,"AL","Jacksonville","3"
3183,"MI","Kalamazoo","1"
3183,"MO","Kansas City","2"
3183,"AR","Little Rock","1"
3183,"IL","Macomb","3"
3183,"WI","Madison","2"
3183,"TN","Martin","11"
3183,"TN","Memphis","1"
3183,"WI","Milwaukee","1"
3183,"KY","Morehead","4"
3183,"KY","Murray","8"
3183,"TN","Nashville","14"
3183,"IL","Normal","2"
3183,"NE","Omaha","1"
3183,"OH","Oxford","1"
3183,"IL","Peoria","1"
3183,"PA","Philadelphia","2"
3183,"KY","Richmond","3"
3183,"CA","Sacramento","1"
3183,"MO","St. Louis","2"
3183,"AZ","Tempe","2"
3183,"IN","Terre Haute","3"
3183,"IN","Valparaiso","2"
3184,"OH","Akron","2"
3184,"NC","Asheville","1"
3184,"OH","Athens","2"
3184,"GA","Atlanta","2"
3184,"KY","Berea","1"
3184,"BA","Bimini","2"
3184,"FL","Boca Raton","1"
3184,"KY","Bowling Green","2"
3184,"OH","Bowling Green","1"
3184,"MO","Cape Girardeau","2"
3184,"IL","Charleston","6"
3184,"WV","Charleston","1"
3184,"OH","Cincinnati","4"
3184,"TN","Clarksville","6"
3184,"AR","Conway","1"
3184,"TN","Cookeville","7"
3184,"OH","Dayton","4"
3184,"IL","Edwardsville","4"
3184,"IN","Evansville","1"
3184,"VA","Fairfax","1"
3184,"FL","Gainesville","1"
3184,"KY","Georgetown","1"
3184,"NC","Greensboro","1"
3184,"PR","Guaynabo","1"
3184,"MS","Hattiesburg","2"
3184,"IN","Indianapolis","2"
3184,"AL","Jacksonville","7"
3184,"TN","Johnson City","1"
3184,"MI","Kalamazoo","1"
3184,"MO","Kansas City","1"
3184,"OH","Kent","2"
3184,"KY","Louisville","1"
3184,"GA","Macon","1"
3184,"TN","Martin","6"
3184,"FL","Miami","1"
3184,"KY","Morehead","6"
3184,"WV","Morgantown","2"
3184,"KY","Murray","4"
3184,"TN","Nashville","21"
3184,"OH","Oxford","2"
3184,"KY","Richmond","70"
3184,"VA","Richmond","1"
3184,"MO","Springfield","1"
3184,"MO","St. Louis","1"
3184,"NC","Wilmington","1"
3185,"OH","Akron","5"
3185,"MI","Ann Arbor","2"
3185,"OH","Athens","3"
3185,"OH","Bowling Green","4"
3185,"SD","Brookings","1"
3185,"NY","Buffalo","3"
3185,"IL","Champaign","1"
3185,"ON","Chatham","1"
3185,"IL","Chicago","1"
3185,"OH","Cleveland","7"
3185,"OH","Columbus","1"
3185,"IL","DeKalb","5"
3185,"MI","Detroit","1"
3185,"MI","East Lansing","3"
3185,"TX","Edinburg","1"
3185,"WI","Green Bay","1"
3185,"HI","Honolulu","1"
3185,"IN","Indianapolis","1"
3185,"MI","Kalamazoo","5"
3185,"OH","Kent","3"
3185,"WY","Laramie","1"
3185,"KY","Lexington","1"
3185,"CA","Los Angeles","2"
3185,"MN","Minneapolis","1"
3185,"KY","Morehead","1"
3185,"MI","Mt. Pleasant","10"
3185,"IN","Muncie","6"
3185,"LA","New Orleans","2"
3185,"IL","Normal","1"
3185,"IN","Notre Dame","1"
3185,"OH","Oxford","3"
3185,"PA","Philadelphia","1"
3185,"TX","San Antonio","2"
3185,"WA","Seattle","1"
3185,"MO","Springfield","1"
3185,"NY","St. Bonaventure","1"
3185,"OH","Toledo","7"
3185,"OK","Tulsa","1"
3185,"CO","USAF Academy","1"
3185,"NY","Vestal","1"
3185,"IN","West Lafayette","2"
3185,"FL","West Palm Beach","2"
3185,"KS","Wichita","1"
3185,"NC","Winston-Salem","1"
3185,"OH","Youngstown","1"
3185,"MI","Ypsilanti","62"
3186,"TX","Abilene","1"
3186,"CA","Berkeley","1"
3186,"ID","Boise","6"
3186,"CO","Boulder","2"
3186,"MT","Bozeman","6"
3186,"UT","Cedar City","3"
3186,"TX","Cedar Park","3"
3186,"WA","Cheney","53"
3186,"OR","Corvallis","1"
3186,"TX","Dallas","1"
3186,"OR","Eugene","2"
3186,"AZ","Flagstaff","4"
3186,"CA","Fresno","1"
3186,"CA","Fullerton","1"
3186,"ND","Grand Forks","5"
3186,"CO","Greeley","6"
3186,"CA","Irvine","1"
3186,"HI","Kahului","1"
3186,"MO","Kansas City","2"
3186,"NV","Las Vegas","2"
3186,"HI","Maui","1"
3186,"MT","Missoula","7"
3186,"ID","Moscow","7"
3186,"MI","Mt. Pleasant","1"
3186,"LA","New Orleans","2"
3186,"CA","Northridge","1"
3186,"UT","Ogden","2"
3186,"ID","Pocatello","8"
3186,"OR","Portland","8"
3186,"UT","Provo","2"
3186,"NV","Reno","3"
3186,"CA","Sacramento","1"
3186,"UT","Salt Lake City","1"
3186,"CA","San Diego","1"
3186,"CA","San Jose","1"
3186,"CA","San Luis Obispo","1"
3186,"WA","Seattle","3"
3186,"WA","Spokane","7"
3186,"CA","Stanford","1"
3186,"CA","Stockton","1"
3186,"AZ","Tempe","1"
3186,"IN","West Lafayette","2"
3187,"IA","Ames","1"
3187,"MD","Annapolis","1"
3187,"GA","Athens","1"
3187,"AL","Auburn","1"
3187,"AL","Birmingham","3"
3187,"NY","Bronx","1"
3187,"TX","Cedar Park","2"
3187,"SC","Charleston","1"
3187,"NC","Charlotte","3"
3187,"OH","Cincinnati","2"
3187,"OH","Cleveland","1"
3187,"MD","College Park","2"
3187,"TX","Dallas","5"
3187,"NC","Durham","1"
3187,"TX","El Paso","4"
3187,"BA","Freeport","1"
3187,"NC","Greenville","47"
3187,"VA","Hampton","1"
3187,"CT","Hartford","2"
3187,"MS","Hattiesburg","5"
3187,"TX","Houston","7"
3187,"WV","Huntington","1"
3187,"VA","Lynchburg","1"
3187,"TN","Memphis","9"
3187,"FL","Miami","1"
3187,"LA","Monroe","1"
3187,"SC","Myrtle Beach","4"
3187,"LA","New Orleans","4"
3187,"VA","Norfolk","1"
3187,"FL","Orlando","6"
3187,"PA","Philadelphia","3"
3187,"VA","Richmond","1"
3187,"TX","San Antonio","1"
3187,"GA","Savannah","1"
3187,"NJ","South Orange","1"
3187,"CT","Storrs","2"
3187,"FL","Tampa","5"
3187,"OK","Tulsa","6"
3187,"CT","Uncasville","6"
3187,"FL","West Palm Beach","2"
3187,"KS","Wichita","2"
3187,"VA","Williamsburg","2"
3187,"NC","Wilmington","4"
3187,"NC","Winston-Salem","1"
3188,"GA","Atlanta","2"
3188,"CA","Bakersfield","1"
3188,"IN","Bloomington","1"
3188,"OH","Bowling Green","1"
3188,"SD","Brookings","1"
3188,"MO","Cape Girardeau","6"
3188,"IL","Carbondale","1"
3188,"IL","Champaign","1"
3188,"IL","Charleston","4"
3188,"IL","Chicago","5"
3188,"TN","Clarksville","3"
3188,"MO","Columbia","1"
3188,"AR","Conway","5"
3188,"TN","Cookeville","3"
3188,"FL","Coral Gables","1"
3188,"TX","Dallas","1"
3188,"IL","DeKalb","2"
3188,"FL","DeLand","2"
3188,"IA","Des Moines","1"
3188,"IL","Edwardsville","57"
3188,"IL","Evanston","1"
3188,"IN","Evansville","1"
3188,"AR","Fayetteville","2"
3188,"FL","Fort Myers","2"
3188,"IN","Fort Wayne","1"
3188,"IN","Indianapolis","1"
3188,"AL","Jacksonville","1"
3188,"MO","Kansas City","4"
3188,"NM","Las Cruces","2"
3188,"KS","Lawrence","2"
3188,"NE","Lincoln","2"
3188,"IL","Macomb","1"
3188,"WI","Madison","1"
3188,"KS","Manhattan","1"
3188,"TN","Martin","7"
3188,"KY","Morehead","3"
3188,"MI","Mt. Pleasant","1"
3188,"IN","Muncie","1"
3188,"KY","Murray","4"
3188,"TN","Nashville","12"
3188,"BA","Nassau","1"
3188,"IL","Normal","3"
3188,"FL","Orlando","2"
3188,"KY","Richmond","3"
3188,"CA","Sacramento","1"
3188,"TX","San Antonio","2"
3188,"SD","Sioux Falls","1"
3188,"MO","Springfield","2"
3188,"MO","St. Louis","4"
3188,"OK","Stillwater","1"
3188,"CA","Stockton","1"
3188,"IN","Terre Haute","1"
3188,"OH","Toledo","1"
3188,"CO","USAF Academy","2"
3188,"IN","Valparaiso","2"
3188,"SD","Vermillion","1"
3188,"IN","West Lafayette","1"
3188,"KS","Wichita","1"
3189,"MD","Annapolis","1"
3189,"NC","Asheville","3"
3189,"AL","Birmingham","2"
3189,"VA","Blacksburg","2"
3189,"NC","Boone","6"
3189,"MA","Boston","2"
3189,"NC","Buies Creek","1"
3189,"NC","Chapel Hill","2"
3189,"SC","Charleston","1"
3189,"NC","Charlotte","2"
3189,"VA","Charlottesville","1"
3189,"TN","Chattanooga","5"
3189,"MD","College Park","1"
3189,"SC","Columbia","2"
3189,"SC","Conway","1"
3189,"NC","Davidson","4"
3189,"NC","Durham","2"
3189,"NC","Elon","48"
3189,"FL","Fort Lauderdale","1"
3189,"WI","Green Bay","1"
3189,"NC","Greensboro","3"
3189,"NC","Greenville","3"
3189,"SC","Greenville","3"
3189,"VA","Harrisonburg","6"
3189,"NY","Hempstead","1"
3189,"NC","High Point","1"
3189,"WV","Huntington","1"
3189,"NV","Las Vegas","1"
3189,"VA","Lynchburg","1"
3189,"WV","Morgantown","4"
3189,"SC","Myrtle Beach","2"
3189,"TN","Nashville","2"
3189,"DE","Newark","4"
3189,"PA","Philadelphia","5"
3189,"NY","Poughkeepsie","1"
3189,"NC","Raleigh","6"
3189,"VA","Richmond","1"
3189,"NY","Riverdale","1"
3189,"SC","Rock Hill","1"
3189,"SC","Spartanburg","2"
3189,"GA","Statesboro","2"
3189,"MD","Towson","2"
3189,"MD","Upper Marlboro","2"
3189,"VA","Williamsburg","3"
3189,"NC","Wilmington","2"
3189,"NC","Winston-Salem","1"
3190,"NC","Asheville","7"
3190,"GA","Atlanta","1"
3190,"LA","Baton Rouge","1"
3190,"AL","Birmingham","3"
3190,"VA","Blacksburg","1"
3190,"IN","Bloomington","1"
3190,"NC","Boone","3"
3190,"KY","Bowling Green","1"
3190,"NC","Buies Creek","1"
3190,"NC","Chapel Hill","5"
3190,"VA","Charlottesville","1"
3190,"TN","Chattanooga","6"
3190,"OH","Cincinnati","2"
3190,"TN","Clarksville","1"
3190,"OH","Columbus","1"
3190,"FL","Coral Gables","1"
3190,"NC","Cullowhee","1"
3190,"FL","DeLand","3"
3190,"MI","East Lansing","1"
3190,"NC","Elon","1"
3190,"AR","Fayetteville","1"
3190,"FL","Fort Myers","8"
3190,"NC","Greensboro","4"
3190,"SC","Greenville","3"
3190,"NC","High Point","2"
3190,"KY","Highland Heights","3"
3190,"AL","Homewood","1"
3190,"HI","Honolulu","1"
3190,"TX","Houston","1"
3190,"NY","Ithaca","1"
3190,"FL","Jacksonville","5"
3190,"TN","Johnson City","55"
3190,"GA","Kennesaw","1"
3190,"TN","Knoxville","4"
3190,"LA","Lake Charles","2"
3190,"KY","Lexington","1"
3190,"VA","Lynchburg","1"
3190,"GA","Macon","8"
3190,"TN","Memphis","1"
3190,"AL","Mobile","1"
3190,"TN","Murfreesboro","1"
3190,"TN","Nashville","5"
3190,"NY","New Rochelle","1"
3190,"PA","Pittsburgh","1"
3190,"VA","Radford","1"
3190,"NC","Raleigh","1"
3190,"KY","Richmond","1"
3190,"VA","Richmond","1"
3190,"SC","Spartanburg","8"
3190,"MO","Springfield","1"
3190,"MS","Starkville","1"
3190,"IN","Terre Haute","1"
3190,"AL","Troy","1"
3190,"BC","Vancouver","2"
3190,"NC","Wilmington","2"
3190,"NC","Winston-Salem","1"
3191,"CO","Boulder","1"
3191,"KY","Bowling Green","1"
3191,"OH","Bowling Green","2"
3191,"MO","Cape Girardeau","2"
3191,"IL","Carbondale","7"
3191,"IA","Cedar Falls","11"
3191,"IL","Champaign","2"
3191,"IL","Charleston","2"
3191,"TN","Chattanooga","2"
3191,"IL","Chicago","6"
3191,"OH","Cincinnati","2"
3191,"TN","Clarksville","2"
3191,"OH","Columbus","1"
3191,"AR","Conway","2"
3191,"OH","Dayton","1"
3191,"IA","Des Moines","9"
3191,"IL","East Peoria","1"
3191,"IL","Edwardsville","1"
3191,"IL","Evanston","1"
3191,"IN","Evansville","101"
3191,"IN","Fort Wayne","2"
3191,"WI","Green Bay","1"
3191,"WV","Huntington","1"
3191,"IN","Indianapolis","2"
3191,"KY","Lexington","1"
3191,"NE","Lincoln","1"
3191,"KY","Louisville","2"
3191,"WI","Madison","2"
3191,"TN","Martin","3"
3191,"IL","Moline","4"
3191,"KY","Morehead","1"
3191,"WV","Morgantown","1"
3191,"IN","Muncie","3"
3191,"KY","Murray","4"
3191,"AL","Normal","1"
3191,"IL","Normal","8"
3191,"NE","Omaha","4"
3191,"ME","Orono","1"
3191,"OH","Oxford","2"
3191,"IL","Peoria","9"
3191,"CA","San Jose","1"
3191,"CA","San Luis Obispo","2"
3191,"MO","Springfield","9"
3191,"MO","St. Charles","6"
3191,"MO","St. Louis","2"
3191,"IN","Terre Haute","7"
3191,"OH","Toledo","1"
3191,"AL","Troy","1"
3191,"IN","Valparaiso","3"
3191,"IN","West Lafayette","1"
3191,"KS","Wichita","7"
3192,"NY","Albany","1"
3192,"NM","Albuquerque","1"
3192,"PA","Bethlehem","1"
3192,"NY","Bronx","1"
3192,"NY","Brooklyn","5"
3192,"NY","Brooklyn Heights","4"
3192,"NC","Chapel Hill","3"
3192,"MA","Chestnut Hill","1"
3192,"PA","Easton","2"
3192,"MD","Emmitsburg","7"
3192,"CT","Fairfield","11"
3192,"NJ","Hackensack","85"
3192,"CT","Hamden","3"
3192,"NY","Hamilton","1"
3192,"NJ","Jersey City","2"
3192,"NJ","Lawrenceville","1"
3192,"PA","Lewisburg","1"
3192,"PA","Loretto","11"
3192,"NY","Loudonville","1"
3192,"MA","Lowell","3"
3192,"FL","Miami","2"
3192,"PA","Moon Township","13"
3192,"WV","Morgantown","2"
3192,"CT","New Britain","8"
3192,"NY","New York","2"
3192,"NJ","Newark","2"
3192,"MA","North Andover","1"
3192,"NJ","Piscataway","1"
3192,"PA","Pittsburgh","1"
3192,"NJ","Princeton","1"
3192,"RI","Providence","1"
3192,"RI","Smithfield","8"
3192,"NY","St. Bonaventure","1"
3192,"NY","Staten Island","3"
3192,"NY","Stony Brook","2"
3192,"CT","Storrs","2"
3192,"NY","Syracuse","2"
3192,"PA","University Park","1"
3192,"CO","USAF Academy","1"
3192,"NY","Vestal","1"
3192,"DC","Washington","2"
3192,"NJ","West Long Branch","5"
3192,"NY","West Point","5"
3193,"NY","Albany","8"
3193,"IA","Ames","4"
3193,"MD","Baltimore","3"
3193,"PA","Bethlehem","3"
3193,"MA","Boston","1"
3193,"CT","Bridgeport","13"
3193,"NY","Bronx","1"
3193,"NY","Buffalo","4"
3193,"MA","Cambridge","1"
3193,"OH","Cincinnati","1"
3193,"VA","Fairfax","1"
3193,"CT","Fairfield","37"
3193,"CT","Hamden","7"
3193,"NH","Hanover","1"
3193,"NY","Hempstead","2"
3193,"NY","Ithaca","1"
3193,"NJ","Jersey City","3"
3193,"RI","Kingston","3"
3193,"NV","Las Vegas","1"
3193,"NJ","Lawrence Township","1"
3193,"NJ","Lawrenceville","2"
3193,"NY","Loudonville","3"
3193,"WV","Morgantown","1"
3193,"NY","New Rochelle","4"
3193,"NY","New York","1"
3193,"NY","Niagara Falls","4"
3193,"PA","Philadelphia","5"
3193,"NY","Poughkeepsie","9"
3193,"RI","Providence","4"
3193,"NY","Queens","1"
3193,"NC","Raleigh","1"
3193,"NY","Riverdale","4"
3193,"RI","South Kingstown","1"
3193,"NJ","South Orange","3"
3193,"WA","Spokane","1"
3193,"MA","Springfield","3"
3193,"NY","St. Bonaventure","1"
3193,"CT","Storrs","1"
3193,"PA","Villanova","1"
3193,"NJ","West Long Branch","3"
3193,"VA","Williamsburg","1"
3194,"OH","Akron","1"
3194,"IA","Ames","1"
3194,"MI","Ann Arbor","1"
3194,"AL","Birmingham","6"
3194,"FL","Boca Raton","74"
3194,"CO","Boulder","1"
3194,"KY","Bowling Green","8"
3194,"NC","Charlotte","4"
3194,"OH","Columbus","1"
3194,"FL","Coral Gables","3"
3194,"FL","Daytona Beach","2"
3194,"FL","DeLand","1"
3194,"TX","Denton","3"
3194,"CO","Denver","1"
3194,"MI","East Lansing","1"
3194,"TX","El Paso","5"
3194,"CO","Fort Collins","1"
3194,"TX","Frisco","3"
3194,"NC","Greenville","1"
3194,"SC","Greenville","1"
3194,"MS","Hattiesburg","3"
3194,"AR","Hot Springs","4"
3194,"TX","Houston","2"
3194,"WV","Huntington","3"
3194,"IA","Iowa City","1"
3194,"FL","Jacksonville","3"
3194,"AR","Jonesboro","1"
3194,"OH","Kent","1"
3194,"LA","Lafayette","1"
3194,"KS","Lawrence","3"
3194,"NE","Lincoln","1"
3194,"AR","Little Rock","3"
3194,"CA","Long Beach","2"
3194,"TX","Lubbock","1"
3194,"GA","Macon","1"
3194,"WI","Madison","1"
3194,"KS","Manhattan","1"
3194,"FL","Miami","7"
3194,"MT","Missoula","1"
3194,"AL","Mobile","2"
3194,"LA","Monroe","1"
3194,"TN","Murfreesboro","9"
3194,"LA","New Orleans","1"
3194,"VA","Norfolk","4"
3194,"FL","Orlando","1"
3194,"AZ","Phoenix","1"
3194,"NC","Raleigh","1"
3194,"VA","Richmond","1"
3194,"LA","Ruston","3"
3194,"TX","San Antonio","3"
3194,"MO","St. Louis","2"
3194,"GA","Statesboro","1"
3194,"FL","Tampa","1"
3194,"AL","Troy","1"
3194,"AZ","Tucson","1"
3195,"OH","Akron","1"
3195,"NM","Albuquerque","1"
