"teamid","state","sum"
3181,"NE",428
3181,"TX",3677
3181,"BA",109
3181,"IN",1694
3181,"TN",1944
3181,"WA",886
3181,"NY",3492
3181,"FL",2438
3181,"MD",1401
3181,"NC",2999
3182,"MO",692
3182,"OH",2143
3182,"CT",1268
3182,"OK",710
3182,"MA",1030
3182,"FL",2438
3182,"AR",928
3182,"NJ",1257
3182,"VA",2153
3182,"DC",580
3182,"TX",3677
3182,"WV",335
3182,"NC",2999
3182,"CA",3936
3182,"PA",2219
3182,"WI",664
3182,"NH",289
3182,"MD",1401
3182,"IL",2092
3182,"ND",263
3182,"ON",3
3182,"NY",3492
3182,"TN",1944
3182,"RI",622
3183,"MO",692
3183,"PA",2219
3183,"AL",1336
3183,"TX",3677
3183,"NE",428
3183,"TN",1944
3183,"IL",2092
3183,"AZ",600
3183,"OH",2143
3183,"KY",1069
3183,"AR",928
3183,"CA",3936
3183,"FL",2438
3183,"IN",1694
3183,"MI",1067
3183,"WI",664
3184,"AR",928
3184,"NC",2999
3184,"GA",1146
3184,"FL",2438
3184,"TN",1944
3184,"WV",335
3184,"IN",1694
3184,"AL",1336
3184,"IL",2092
3184,"BA",109
3184,"MS",846
3184,"KY",1069
3184,"VA",2153
3184,"PR",75
3184,"MI",1067
3184,"OH",2143
3184,"MO",692
3185,"TX",3677
3185,"NC",2999
3185,"CO",820
3185,"MN",197
3185,"LA",1730
3185,"KS",555
3185,"WY",142
3185,"CA",3936
3185,"KY",1069
3185,"SD",352
3185,"OH",2143
3185,"NY",3492
3185,"PA",2219
3185,"IL",2092
3185,"WI",664
3185,"MI",1067
3185,"OK",710
3185,"FL",2438
3185,"ON",3
3185,"HI",272
3185,"MO",692
3185,"WA",886
3185,"IN",1694
3186,"HI",272
3186,"MI",1067
3186,"NV",887
3186,"WA",886
3186,"LA",1730
3186,"AZ",600
3186,"CA",3936
3186,"CO",820
3186,"ID",431
3186,"OR",670
3186,"MO",692
3186,"IN",1694
3186,"UT",890
3186,"MT",310
3186,"TX",3677
3186,"ND",263
3187,"SC",1673
3187,"TN",1944
3187,"OK",710
3187,"TX",3677
3187,"NY",3492
3187,"NJ",1257
3187,"AL",1336
3187,"CT",1268
3187,"OH",2143
3187,"FL",2438
3187,"MD",1401
3187,"WV",335
3187,"PA",2219
3187,"LA",1730
3187,"MS",846
3187,"IA",697
3187,"GA",1146
3187,"KS",555
3187,"BA",109
3187,"NC",2999
3187,"VA",2153
3188,"AL",1336
3188,"MI",1067
3188,"OH",2143
3188,"NE",428
3188,"BA",109
3188,"SD",352
3188,"TX",3677
3188,"KS",555
3188,"IN",1694
3188,"WI",664
3188,"IL",2092
3188,"GA",1146
3188,"MO",692
3188,"KY",1069
3188,"TN",1944
3188,"FL",2438
3188,"CO",820
3188,"OK",710
3188,"AR",928
3188,"NM",366
3188,"IA",697
3188,"CA",3936
3189,"DE",285
3189,"PA",2219
3189,"NV",887
3189,"MD",1401
3189,"WI",664
3189,"TN",1944
3189,"NC",2999
3189,"VA",2153
3189,"FL",2438
3189,"NY",3492
3189,"SC",1673
3189,"WV",335
3189,"AL",1336
3189,"GA",1146
3189,"MA",1030
3190,"NC",2999
3190,"KY",1069
3190,"IN",1694
3190,"TX",3677
3190,"MO",692
3190,"AR",928
3190,"MS",846
3190,"PA",2219
3190,"OH",2143
3190,"HI",272
3190,"GA",1146
3190,"FL",2438
3190,"SC",1673
3190,"AL",1336
3190,"LA",1730
3190,"MI",1067
3190,"TN",1944
3190,"VA",2153
3190,"BC",21
3190,"NY",3492
3191,"KS",555
3191,"IL",2092
3191,"CO",820
3191,"MO",692
3191,"OH",2143
3191,"TN",1944
3191,"WI",664
3191,"IN",1694
3191,"CA",3936
3191,"ME",168
3191,"AL",1336
3191,"IA",697
3191,"NE",428
3191,"KY",1069
3191,"WV",335
3191,"AR",928
3192,"PA",2219
3192,"CO",820
3192,"WV",335
3192,"NJ",1257
3192,"MA",1030
3192,"CT",1268
3192,"FL",2438
3192,"DC",580
3192,"NC",2999
3192,"RI",622
3192,"NM",366
3192,"NY",3492
3192,"MD",1401
3193,"CT",1268
3193,"NC",2999
3193,"MD",1401
3193,"MA",1030
3193,"WA",886
3193,"VA",2153
3193,"NV",887
3193,"NY",3492
3193,"RI",622
3193,"NH",289
3193,"OH",2143
3193,"PA",2219
3193,"WV",335
3193,"IA",697
3193,"NJ",1257
3194,"IA",697
3194,"MI",1067
3194,"CO",820
3194,"TN",1944
3194,"NC",2999
3194,"TX",3677
3194,"AL",1336
3194,"KY",1069
3194,"CA",3936
3194,"GA",1146
3194,"WI",664
3194,"SC",1673
3194,"OH",2143
3194,"WV",335
3194,"AR",928
3194,"VA",2153
3194,"MT",310
3194,"KS",555
3194,"MS",846
3194,"AZ",600
3194,"FL",2438
3194,"MO",692
3194,"NE",428
3194,"LA",1730
3195,"HI",272
3195,"SC",1673
3195,"CA",3936
3195,"LA",1730
3195,"MI",1067
3195,"MS",846
3195,"NM",366
3195,"AL",1336
3195,"NC",2999
3195,"CO",820
3195,"IN",1694
3195,"KY",1069
3195,"TN",1944
3195,"CT",1268
3195,"NJ",1257
3195,"VI",118
3195,"IL",2092
3195,"OH",2143
3195,"NV",887
3195,"MX",165
3195,"FL",2438
3195,"SD",352
3195,"GA",1146
3196,"KS",555
3196,"GA",1146
3196,"NJ",1257
3196,"LA",1730
3196,"NV",887
3196,"SC",1673
3196,"AR",928
3196,"NY",3492
3196,"MS",846
3196,"TX",3677
3196,"AL",1336
3196,"IN",1694
3196,"IL",2092
3196,"FL",2438
3196,"VA",2153
3196,"BA",109
3196,"MI",1067
3196,"KY",1069
3196,"PA",2219
3196,"RI",622
3196,"TN",1944
3196,"CA",3936
3196,"AZ",600
3196,"OH",2143
3197,"DC",580
3197,"MI",1067
3197,"WV",335
3197,"MS",846
3197,"FL",2438
3197,"GA",1146
3197,"LA",1730
3197,"OH",2143
3197,"TN",1944
3197,"IA",697
3197,"NE",428
3197,"KS",555
3197,"AL",1336
3197,"AR",928
3197,"DE",285
3197,"KY",1069
3197,"MD",1401
3197,"NC",2999
3197,"VA",2153
3197,"CA",3936
3197,"TX",3677
3197,"SC",1673
3198,"AR",928
3198,"OK",710
3198,"MS",846
3198,"TX",3677
3198,"FL",2438
3198,"DC",580
3198,"AL",1336
3198,"OH",2143
3198,"NC",2999
3198,"LA",1730
3198,"WV",335
3198,"WI",664
3198,"VA",2153
3198,"MA",1030
3198,"TN",1944
3198,"MD",1401
3198,"KY",1069
3198,"CO",820
3199,"KY",1069
3199,"IA",697
3199,"IN",1694
3199,"NY",3492
3199,"FL",2438
3199,"MX",165
3199,"CA",3936
3199,"CT",1268
3199,"VA",2153
3199,"TN",1944
3199,"NV",887
3199,"AZ",600
3199,"SC",1673
3199,"MD",1401
3199,"NE",428
3199,"NC",2999
3199,"GA",1146
3199,"OH",2143
3199,"TX",3677
3199,"AL",1336
3200,"TX",3677
3200,"DC",580
3200,"NV",887
3200,"IN",1694
3200,"MO",692
3200,"OH",2143
3200,"CT",1268
3200,"KS",555
3200,"NC",2999
3200,"MD",1401
3200,"NJ",1257
3200,"NY",3492
3200,"RI",622
3200,"MA",1030
3200,"FL",2438
3200,"VA",2153
3200,"BA",109
3200,"WI",664
3200,"PA",2219
3200,"CA",3936
3201,"AZ",600
3201,"WY",142
3201,"NJ",1257
3201,"WA",886
3201,"DC",580
3201,"TX",3677
3201,"WV",335
3201,"NV",887
3201,"CA",3936
3201,"ID",431
3201,"OR",670
3201,"NY",3492
3201,"OK",710
3201,"LA",1730
3201,"UT",890
3201,"CO",820
3201,"NM",366
3201,"NC",2999
3202,"MS",846
3202,"SC",1673
3202,"NY",3492
3202,"WV",335
3202,"VA",2153
3202,"TN",1944
3202,"NV",887
3202,"MI",1067
3202,"AZ",600
3202,"AR",928
3202,"AL",1336
3202,"OH",2143
3202,"FL",2438
3202,"MX",165
3202,"IN",1694
3202,"GA",1146
3202,"NC",2999
3203,"NC",2999
3203,"CA",3936
3203,"GA",1146
3203,"MA",1030
3203,"DC",580
3203,"MD",1401
3203,"RI",622
3203,"BA",109
3203,"MO",692
3203,"MX",165
3203,"OR",670
3203,"FL",2438
3203,"NJ",1257
3203,"PA",2219
3203,"VA",2153
3203,"NY",3492
3203,"AL",1336
3203,"MN",197
3203,"TX",3677
3203,"WV",335
3203,"SC",1673
3203,"SD",352
3203,"TN",1944
3203,"OH",2143
3204,"IN",1694
3204,"MS",846
3204,"TX",3677
3204,"GA",1146
3204,"VA",2153
3204,"AR",928
3204,"AL",1336
3204,"CO",820
3204,"NV",887
3204,"FL",2438
3204,"NY",3492
3204,"KY",1069
3204,"LA",1730
3204,"SC",1673
3204,"TN",1944
3204,"NC",2999
3205,"PA",2219
3205,"OH",2143
3205,"DE",285
3205,"VA",2153
3205,"SC",1673
3205,"FL",2438
3205,"IN",1694
3205,"GA",1146
3205,"KY",1069
3205,"NC",2999
3205,"BA",109
3205,"OK",710
3205,"IL",2092
3205,"TN",1944
3205,"PR",75
3206,"MO",692
3206,"NC",2999
3206,"NV",887
3206,"VA",2153
3206,"NY",3492
3206,"CT",1268
3206,"TX",3677
3206,"AZ",600
3206,"DC",580
3206,"WA",886
3206,"RI",622
3206,"UT",890
3206,"PA",2219
3206,"CO",820
3206,"AK",17
3206,"MA",1030
3206,"NM",366
3206,"OH",2143
3206,"FL",2438
3206,"MI",1067
3206,"GA",1146
3206,"DE",285
3206,"SC",1673
3206,"KS",555
3206,"AL",1336
3206,"TN",1944
3206,"MD",1401
3207,"IN",1694
3207,"TN",1944
3207,"KS",555
3207,"CT",1268
3207,"NJ",1257
3207,"WV",335
3207,"RI",622
3207,"OH",2143
3207,"SD",352
3207,"IL",2092
3207,"NE",428
3207,"VI",118
3207,"FL",2438
3207,"AL",1336
3207,"WI",664
3207,"VA",2153
3207,"NY",3492
3207,"NV",887
3207,"PA",2219
3207,"CA",3936
3207,"LA",1730
3207,"MD",1401
3207,"KY",1069
3207,"MN",197
3207,"NC",2999
3207,"DC",580
3207,"PR",75
3208,"NV",887
3208,"OK",710
3208,"TN",1944
3208,"TX",3677
3208,"IL",2092
3208,"AR",928
3208,"LA",1730
3208,"FL",2438
3208,"SC",1673
3208,"CT",1268
3208,"GA",1146
3208,"KY",1069
3208,"CA",3936
3208,"MI",1067
3208,"IN",1694
3208,"PR",75
3208,"AL",1336
3208,"WA",886
3208,"NJ",1257
3208,"BA",109
3208,"PA",2219
3208,"MS",846
3209,"SC",1673
3209,"CA",3936
3209,"KY",1069
3209,"TN",1944
3209,"FL",2438
3209,"AR",928
3209,"AL",1336
3209,"LA",1730
3209,"TX",3677
3209,"DE",285
3209,"MA",1030
3209,"MD",1401
3209,"GA",1146
3209,"BA",109
3209,"PA",2219
3209,"MS",846
3209,"NC",2999
3209,"NY",3492
3209,"VA",2153
3210,"LA",1730
3210,"SC",1673
3210,"VI",118
3210,"OK",710
3210,"MI",1067
3210,"FL",2438
3210,"KY",1069
3210,"PA",2219
3210,"TN",1944
3210,"GA",1146
3210,"PR",75
3210,"IA",697
3210,"NC",2999
3210,"VA",2153
3210,"IN",1694
3210,"NY",3492
3210,"MD",1401
3210,"OH",2143
3210,"MX",165
3210,"BA",109
3210,"TX",3677
3210,"AL",1336
3210,"MA",1030
3211,"UT",890
3211,"MX",165
3211,"VI",118
3211,"CT",1268
3211,"OK",710
3211,"WA",886
3211,"NV",887
3211,"SD",352
3211,"HI",272
3211,"TX",3677
3211,"OR",670
3211,"BC",21
3211,"IL",2092
3211,"CO",820
3211,"CA",3936
3211,"RI",622
3212,"AR",928
3212,"MS",846
3212,"WA",886
3212,"VA",2153
3212,"GA",1146
3212,"TN",1944
3212,"DC",580
3212,"KY",1069
3212,"CA",3936
3212,"FL",2438
3212,"TX",3677
3212,"PR",75
3212,"LA",1730
3212,"OH",2143
3212,"KS",555
3212,"AZ",600
3212,"OK",710
3212,"AL",1336
3212,"NE",428
3212,"SC",1673
3212,"CO",820
3213,"HI",272
3213,"CA",3936
3213,"AZ",600
3213,"MD",1401
3213,"FL",2438
3213,"TN",1944
3213,"NV",887
3213,"NC",2999
3213,"MT",310
3213,"IN",1694
3213,"CO",820
3213,"CT",1268
3213,"ID",431
3213,"WA",886
3213,"MO",692
3213,"UT",890
3213,"IL",2092
3213,"NM",366
3213,"OR",670
3213,"TX",3677
3214,"SD",352
3214,"MD",1401
3214,"VI",118
3214,"LA",1730
3214,"VA",2153
3214,"CT",1268
3214,"IL",2092
3214,"DC",580
3214,"FL",2438
3214,"OR",670
3214,"NC",2999
3214,"SC",1673
3214,"GA",1146
3214,"NM",366
3214,"AL",1336
3214,"PA",2219
3214,"WA",886
3214,"TN",1944
3214,"TX",3677
3214,"IA",697
3214,"NY",3492
3214,"NJ",1257
3214,"CA",3936
3214,"OH",2143
3214,"KS",555
3216,"DC",580
3216,"NH",289
3216,"NV",887
3216,"TN",1944
3216,"MX",165
3216,"MI",1067
3216,"VA",2153
3216,"VT",159
3216,"NC",2999
3216,"NY",3492
3216,"NJ",1257
3216,"PA",2219
3216,"MD",1401
3216,"IN",1694
3216,"ME",168
3216,"MA",1030
3216,"FL",2438
3216,"CT",1268
3216,"NM",366
3216,"RI",622
3217,"NH",289
3217,"MA",1030
3217,"RI",622
3217,"PA",2219
3217,"NJ",1257
3217,"NY",3492
3217,"GA",1146
3217,"AZ",600
3217,"TN",1944
3217,"FL",2438
3217,"VA",2153
3217,"MI",1067
3217,"IN",1694
3217,"OH",2143
3217,"CA",3936
3217,"IA",697
3217,"ND",263
3217,"CO",820
3217,"MD",1401
3217,"ME",168
3217,"MN",197
3217,"CT",1268
3218,"NY",3492
3218,"UT",890
3218,"LA",1730
3218,"AZ",600
3218,"HI",272
3218,"NM",366
3218,"ID",431
3218,"NV",887
3218,"OR",670
3218,"CA",3936
3218,"CT",1268
3219,"WV",335
3219,"BA",109
3219,"KY",1069
3219,"MD",1401
3219,"AL",1336
3219,"NE",428
3219,"TX",3677
3219,"SC",1673
3219,"IN",1694
3219,"NC",2999
3219,"MX",165
3219,"MS",846
3219,"GA",1146
3219,"VA",2153
3219,"OH",2143
3219,"DC",580
3219,"TN",1944
3220,"FL",2438
3220,"NV",887
3220,"PA",2219
3220,"IL",2092
3220,"NY",3492
3220,"NC",2999
3220,"SC",1673
3220,"MD",1401
3220,"NJ",1257
3220,"TN",1944
3220,"CT",1268
3220,"GA",1146
3220,"DE",285
3220,"AL",1336
3220,"PR",75
3220,"CA",3936
3220,"TX",3677
3220,"VA",2153
3220,"WA",886
3220,"MA",1030
3221,"RI",622
3221,"AZ",600
3221,"IL",2092
3221,"FL",2438
3221,"MA",1030
3221,"NY",3492
3221,"UT",890
3221,"MD",1401
3221,"IA",697
3221,"NJ",1257
3221,"PA",2219
3221,"VT",159
3221,"CT",1268
3221,"DC",580
3221,"ME",168
3221,"IN",1694
3221,"VA",2153
3221,"NH",289
3222,"FL",2438
3222,"OH",2143
3222,"CA",3936
3222,"WA",886
3222,"PA",2219
3222,"NM",366
3222,"GA",1146
3222,"LA",1730
3222,"NE",428
3222,"TN",1944
3222,"BC",21
3222,"KY",1069
3222,"SC",1673
3222,"TX",3677
3222,"NY",3492
3222,"OK",710
3222,"MS",846
3222,"NV",887
3222,"AL",1336
3222,"CT",1268
3222,"NJ",1257
3222,"NC",2999
3222,"MA",1030
3222,"CO",820
3222,"DC",580
3223,"TX",3677
3223,"IA",697
3223,"LA",1730
3223,"FL",2438
3223,"IL",2092
3223,"CA",3936
3223,"OK",710
3223,"MD",1401
3223,"MS",846
3223,"ND",263
3223,"AR",928
3223,"NJ",1257
3223,"MO",692
3223,"VT",159
3223,"NM",366
3223,"SD",352
3223,"KS",555
3223,"KY",1069
3223,"UT",890
3224,"IL",2092
3224,"GA",1146
3224,"RI",622
3224,"NC",2999
3224,"NY",3492
3224,"PA",2219
3224,"OH",2143
3224,"IA",697
3224,"VA",2153
3224,"MD",1401
3224,"CT",1268
3224,"TN",1944
3224,"VT",159
3224,"NJ",1257
3224,"SC",1673
3224,"PR",75
3224,"MI",1067
3224,"DE",285
3224,"WV",335
3224,"FL",2438
3224,"DC",580
3224,"TX",3677
3224,"CA",3936
3224,"AZ",600
3225,"HI",272
3225,"MX",165
3225,"CT",1268
3225,"ID",431
3225,"OK",710
3225,"MT",310
3225,"NM",366
3225,"WA",886
3225,"AZ",600
3225,"IA",697
3225,"WY",142
3225,"CA",3936
3225,"OR",670
3225,"OH",2143
3225,"FL",2438
3225,"CO",820
3225,"NV",887
3225,"LA",1730
3225,"UT",890
3225,"TX",3677
3225,"ND",263
3226,"TX",3677
3226,"MT",310
3226,"ID",431
3226,"CO",820
3226,"OR",670
3226,"NC",2999
3226,"AZ",600
3226,"WY",142
3226,"ND",263
3226,"MI",1067
3226,"IA",697
3226,"MX",165
3226,"IL",2092
3226,"NV",887
3226,"NE",428
3226,"UT",890
3226,"OK",710
3226,"MN",197
3226,"KS",555
3226,"CA",3936
3226,"WA",886
3227,"VA",2153
3227,"WI",664
3227,"MI",1067
3227,"KS",555
3227,"NV",887
3227,"IA",697
3227,"MO",692
3227,"IL",2092
3227,"MN",197
3227,"KY",1069
3227,"IN",1694
3227,"OH",2143
3228,"NE",428
3228,"OH",2143
3228,"CO",820
3228,"IL",2092
3228,"TN",1944
3228,"BA",109
3228,"CA",3936
3228,"MI",1067
3228,"TX",3677
3228,"DC",580
3228,"GA",1146
3228,"FL",2438
3228,"WI",664
3228,"NC",2999
3228,"SD",352
3228,"PA",2219
3228,"NV",887
3228,"NM",366
3228,"MD",1401
3228,"VI",118
3228,"HI",272
3228,"NJ",1257
3228,"AR",928
3228,"PR",75
3228,"MN",197
3228,"OR",670
3228,"MX",165
3228,"IA",697
3228,"IN",1694
3228,"SC",1673
3229,"NY",3492
3229,"CT",1268
3229,"MI",1067
3229,"SD",352
3229,"KY",1069
3229,"FL",2438
3229,"IL",2092
3229,"NJ",1257
3229,"CO",820
3229,"TN",1944
3229,"OH",2143
3229,"NE",428
3229,"AZ",600
3229,"TX",3677
3229,"WI",664
3229,"BA",109
3229,"KS",555
3229,"IN",1694
3229,"IA",697
3229,"MO",692
3229,"MX",165
3229,"VA",2153
3230,"UT",890
3230,"IN",1694
3230,"AZ",600
3230,"OH",2143
3230,"SD",352
3230,"CO",820
3230,"OK",710
3230,"KS",555
3230,"MA",1030
3230,"TX",3677
3230,"AR",928
3230,"MN",197
3230,"LA",1730
3230,"CA",3936
3230,"MT",310
3231,"MN",197
3231,"NY",3492
3231,"MD",1401
3231,"NC",2999
3231,"PR",75
3231,"CA",3936
3231,"AR",928
3231,"VA",2153
3231,"GA",1146
3231,"OH",2143
3231,"IA",697
3231,"FL",2438
3231,"NE",428
3231,"MI",1067
3231,"IL",2092
3231,"OR",670
3231,"IN",1694
3231,"PA",2219
3231,"VI",118
3231,"WI",664
3231,"MX",165
3231,"BA",109
3231,"AL",1336
3231,"TN",1944
3231,"KY",1069
3231,"NJ",1257
3232,"CA",3936
3232,"AR",928
3232,"IN",1694
3232,"IA",697
3232,"TN",1944
3232,"BA",109
3232,"AZ",600
3232,"KS",555
3232,"LA",1730
3232,"MO",692
3232,"IL",2092
3232,"FL",2438
3232,"MX",165
3232,"NE",428
3232,"MI",1067
3232,"CO",820
3232,"KY",1069
3233,"FL",2438
3233,"CA",3936
3233,"TX",3677
3233,"NC",2999
3233,"DC",580
3233,"OH",2143
3233,"AZ",600
3233,"NJ",1257
3233,"IN",1694
3233,"WI",664
3233,"KS",555
3233,"PR",75
3233,"TN",1944
3233,"CT",1268
3233,"MX",165
3233,"MA",1030
3233,"VA",2153
3233,"RI",622
3233,"PA",2219
3233,"NY",3492
3233,"MI",1067
3233,"MD",1401
3234,"NE",428
3234,"WA",886
3234,"IN",1694
3234,"MN",197
3234,"MD",1401
3234,"IL",2092
3234,"CO",820
3234,"OK",710
3234,"KS",555
3234,"PA",2219
3234,"KY",1069
3234,"MX",165
3234,"MI",1067
3234,"TX",3677
3234,"FL",2438
3234,"NC",2999
3234,"BA",109
3234,"PR",75
3234,"OH",2143
3234,"NJ",1257
3234,"CA",3936
3234,"IA",697
3234,"NV",887
3235,"CA",3936
3235,"CT",1268
3235,"AR",928
3235,"VI",118
3235,"BA",109
3235,"CO",820
3235,"MO",692
3235,"KS",555
3235,"TX",3677
3235,"IA",697
3235,"MI",1067
3235,"KY",1069
3235,"SD",352
3235,"WV",335
3235,"OH",2143
3235,"WA",886
3235,"OK",710
3235,"TN",1944
3235,"MX",165
3235,"NV",887
3235,"NC",2999
3235,"NE",428
3236,"NE",428
3236,"TN",1944
3236,"ND",263
3236,"WI",664
3236,"CA",3936
3236,"VA",2153
3236,"SC",1673
3236,"CO",820
3236,"MO",692
3236,"OH",2143
3236,"KS",555
3236,"IL",2092
3236,"MI",1067
3236,"CT",1268
3236,"UT",890
3236,"SD",352
3236,"OK",710
3236,"WV",335
3236,"KY",1069
3236,"IN",1694
3237,"NE",428
3237,"NV",887
3237,"MI",1067
3237,"OH",2143
3237,"IA",697
3237,"FL",2438
3237,"CA",3936
3237,"TN",1944
3237,"KY",1069
3237,"TX",3677
3237,"NY",3492
3237,"IN",1694
3237,"NC",2999
3237,"ND",263
3237,"MO",692
3237,"KS",555
3237,"OK",710
3237,"PA",2219
3237,"WI",664
3237,"LA",1730
3237,"SD",352
3237,"GA",1146
3237,"UT",890
3237,"IL",2092
3238,"FL",2438
3238,"TX",3677
3238,"CO",820
3238,"KY",1069
3238,"DC",580
3238,"MS",846
3238,"AL",1336
3238,"GA",1146
3238,"AR",928
3238,"TN",1944
3238,"LA",1730
3238,"NV",887
3238,"IN",1694
3238,"IL",2092
3239,"VA",2153
3239,"TX",3677
3239,"NC",2999
3239,"DC",580
3239,"FL",2438
3239,"TN",1944
3239,"CO",820
3239,"SC",1673
3239,"NY",3492
3239,"AL",1336
3239,"OH",2143
3239,"KY",1069
3239,"PA",2219
3239,"GA",1146
3240,"CA",3936
3240,"IL",2092
3240,"SC",1673
3240,"OH",2143
3240,"IN",1694
3240,"GA",1146
3240,"DC",580
3240,"FL",2438
3240,"KY",1069
3240,"TX",3677
3240,"MS",846
3240,"AL",1336
3240,"TN",1944
3240,"MO",692
3240,"NJ",1257
3241,"VT",159
3241,"PR",75
3241,"NC",2999
3241,"MD",1401
3241,"DE",285
3241,"VA",2153
3241,"KY",1069
3241,"PA",2219
3241,"TX",3677
3241,"FL",2438
3241,"OH",2143
3241,"NJ",1257
3241,"CA",3936
3241,"NY",3492
3241,"SC",1673
3241,"TN",1944
3241,"MA",1030
3241,"MX",165
3242,"OK",710
3242,"MN",197
3242,"NE",428
3242,"VI",118
3242,"MO",692
3242,"CT",1268
3242,"TX",3677
3242,"KS",555
3242,"IA",697
3242,"IN",1694
3242,"NY",3492
3242,"NM",366
3242,"AL",1336
3242,"AZ",600
3242,"MI",1067
3242,"AR",928
3242,"WV",335
3242,"VA",2153
3242,"CA",3936
3242,"BA",109
3243,"CT",1268
3243,"AR",928
3243,"BA",109
3243,"WV",335
3243,"NE",428
3243,"SC",1673
3243,"KS",555
3243,"CA",3936
3243,"MO",692
3243,"WI",664
3243,"OK",710
3243,"VA",2153
3243,"IA",697
3243,"NV",887
3243,"OR",670
3243,"TX",3677
3243,"MX",165
3243,"KY",1069
3244,"MX",165
3244,"MS",846
3244,"SC",1673
3244,"NJ",1257
3244,"OH",2143
3244,"AL",1336
3244,"VA",2153
3244,"FL",2438
3244,"TX",3677
3244,"GA",1146
3244,"NV",887
3244,"KY",1069
3244,"TN",1944
3244,"PA",2219
3244,"MD",1401
3244,"NC",2999
3245,"CA",3936
3245,"MN",197
3245,"AR",928
3245,"MA",1030
3245,"PA",2219
3245,"FL",2438
3245,"HI",272
3245,"NV",887
3245,"OH",2143
3245,"LA",1730
3245,"IA",697
3245,"MI",1067
3245,"TN",1944
3245,"GA",1146
3245,"IL",2092
3245,"NC",2999
3245,"TX",3677
3245,"WV",335
3245,"AZ",600
3245,"IN",1694
3245,"ND",263
3245,"KY",1069
3245,"NY",3492
3246,"LA",1730
3246,"NM",366
3246,"AL",1336
3246,"SC",1673
3246,"TN",1944
3246,"KY",1069
3246,"MO",692
3246,"GA",1146
3246,"CO",820
3246,"RI",622
3246,"CT",1268
3246,"NC",2999
3246,"VI",118
3246,"IN",1694
3246,"FL",2438
3246,"MS",846
3246,"AR",928
3246,"TX",3677
3247,"MO",692
3247,"DC",580
3247,"WI",664
3247,"NC",2999
3247,"VA",2153
3247,"NY",3492
3247,"TX",3677
3247,"PA",2219
3247,"RI",622
3247,"CT",1268
3247,"GA",1146
3247,"OR",670
3247,"NH",289
3247,"OH",2143
3247,"WV",335
3247,"KS",555
3247,"NJ",1257
3247,"MA",1030
3247,"OK",710
3247,"FL",2438
3247,"MD",1401
3247,"DE",285
3248,"NJ",1257
3248,"CA",3936
3248,"DC",580
3248,"PA",2219
3248,"FL",2438
3248,"NY",3492
3248,"DE",285
3248,"CT",1268
3248,"VA",2153
3248,"RI",622
3248,"OH",2143
3248,"MA",1030
3248,"IL",2092
3248,"IA",697
3248,"NV",887
3248,"KY",1069
3248,"MD",1401
3249,"AZ",600
3249,"CA",3936
3249,"OK",710
3249,"MS",846
3249,"OH",2143
3249,"LA",1730
3249,"MN",197
3249,"UT",890
3249,"NC",2999
3249,"OR",670
3249,"TX",3677
3249,"MO",692
3249,"KS",555
3249,"IN",1694
3249,"NM",366
3249,"IL",2092
3249,"TN",1944
3249,"AR",928
3249,"CO",820
3250,"DC",580
3250,"IN",1694
3250,"BA",109
3250,"MN",197
3250,"IL",2092
3250,"IA",697
3250,"NY",3492
3250,"CA",3936
3250,"NJ",1257
3250,"AZ",600
3250,"PA",2219
3250,"MA",1030
3250,"OH",2143
3250,"CT",1268
3250,"MD",1401
3250,"TN",1944
3251,"TX",3677
3251,"NC",2999
3251,"FL",2438
3251,"NV",887
3251,"AL",1336
3251,"TN",1944
3251,"IA",697
3251,"IN",1694
3251,"MO",692
3251,"KY",1069
3251,"MN",197
3251,"PA",2219
3251,"VA",2153
3251,"MI",1067
3251,"MA",1030
3251,"NJ",1257
3251,"SC",1673
3251,"MD",1401
3252,"NJ",1257
3252,"AR",928
3252,"TX",3677
3252,"NC",2999
3252,"IN",1694
3252,"MD",1401
3252,"AL",1336
3252,"VA",2153
3252,"KY",1069
3252,"GA",1146
3252,"MS",846
3252,"FL",2438
3252,"SC",1673
3252,"LA",1730
3252,"OH",2143
3252,"CO",820
3252,"TN",1944
3252,"MO",692
3253,"NV",887
3253,"LA",1730
3253,"CA",3936
3253,"NY",3492
3253,"UT",890
3253,"WA",886
3253,"AZ",600
3253,"FL",2438
3253,"MT",310
3253,"TX",3677
3253,"NM",366
3253,"HI",272
3253,"OR",670
3253,"NJ",1257
3254,"VA",2153
3254,"FL",2438
3254,"VT",159
3254,"CT",1268
3254,"LA",1730
3254,"NY",3492
3254,"PA",2219
3254,"HI",272
3254,"RI",622
3254,"OH",2143
3254,"CA",3936
3254,"MA",1030
3254,"ME",168
3254,"NJ",1257
3254,"MD",1401
3254,"MI",1067
3254,"NV",887
3254,"AZ",600
3255,"AL",1336
3255,"WA",886
3255,"FL",2438
3255,"DC",580
3255,"NC",2999
3255,"NY",3492
3255,"PA",2219
3255,"LA",1730
3255,"MD",1401
3255,"MI",1067
3255,"SC",1673
3255,"UT",890
3255,"AZ",600
3255,"NJ",1257
3255,"CA",3936
3255,"KY",1069
3255,"OH",2143
3255,"OR",670
3255,"WV",335
3255,"IN",1694
3255,"VA",2153
3255,"DE",285
3255,"WI",664
3255,"GA",1146
3256,"AZ",600
3256,"KS",555
3256,"AR",928
3256,"NM",366
3256,"MS",846
3256,"CA",3936
3256,"AL",1336
3256,"WV",335
3256,"LA",1730
3256,"ID",431
