"teamid","state","city","number"
3192,"CT","Uncasville",1
3192,"DC","Washington",1
3192,"NJ","West Long Branch",1
3193,"NY","Albany",5
3193,"NJ","Atlantic City",1
3193,"MD","Baltimore",2
3193,"CT","Bridgeport",13
3193,"NY","Brooklyn",1
3193,"NY","Brooklyn Heights",2
3193,"NY","Buffalo",7
3193,"MA","Chestnut Hill",1
3193,"TX","Corpus Christi",2
3193,"PA","Easton",1
3193,"MD","Emmitsburg",1
3193,"CT","Fairfield",83
3193,"CT","Hamden",1
3193,"IN","Indianapolis",1
3193,"NJ","Jersey City",7
3193,"RI","Kingston",1
3193,"NV","Las Vegas",1
3193,"NJ","Lawrenceville",8
3193,"NY","Lewiston",1
3193,"NY","Loudonville",8
3193,"MA","Lowell",1
3193,"NY","New Rochelle",7
3193,"NY","New York",1
3193,"NY","Niagara Falls",4
3193,"NY","Niagara University",1
3193,"PA","Philadelphia",2
3193,"NY","Poughkeepsie",2
3193,"RI","Providence",4
3193,"VA","Richmond",1
3193,"NY","Riverdale",6
3193,"MA","Springfield",2
3193,"NY","Stony Brook",1
3193,"NJ","West Long Branch",3
3194,"GA","Atlanta",1
3194,"AL","Birmingham",1
3194,"FL","Boca Raton",75
3194,"OH","Cleveland",1
3194,"FL","Coral Gables",1
3194,"FL","Daytona Beach",1
3194,"FL","DeLand",1
3194,"TX","Denton",3
3194,"CO","Denver",1
3194,"TX","El Paso",1
3194,"FL","Fort Myers",1
3194,"VA","Hampton",1
3194,"AR","Hot Springs",1
3194,"TX","Houston",1
3194,"WV","Huntington",2
3194,"AR","Jonesboro",1
3194,"MI","Kalamazoo",1
3194,"LA","Lafayette",2
3194,"NY","Loudonville",1
3194,"TX","Lubbock",2
3194,"IL","Macomb",1
3194,"FL","Miami",4
3194,"MT","Missoula",1
3194,"AL","Mobile",2
3194,"LA","Monroe",1
3194,"LA","New Orleans",1
3194,"KY","Richmond",1
3194,"TX","San Antonio",3
3194,"GA","Statesboro",1
3194,"IN","Terre Haute",1
3194,"AL","Troy",3
3194,"OK","Tulsa",1
3194,"NC","Wilmington",1
3195,"TX","Abilene",1
3195,"OH","Akron",3
3195,"VA","Blacksburg",1
3195,"FL","Boca Raton",1
3195,"NC","Buies Creek",2
3195,"MA","Cambridge",1
3195,"FL","Daytona Beach",1
3195,"FL","DeLand",11
3195,"VA","Farmville",2
3195,"AL","Florence",2
3195,"FL","Fort Myers",156
3195,"NC","Greensboro",1
3195,"KY","Highland Heights",2
3195,"HI","Honolulu",4
3195,"TX","Houston",1
3195,"FL","Jacksonville",19
3195,"TN","Johnson City",4
3195,"AR","Jonesboro",1
3195,"GA","Kennesaw",10
3195,"PA","Loretto",1
3195,"NY","Loudonville",1
3195,"VA","Lynchburg",2
3195,"GA","Macon",10
3195,"FL","Miami",6
3195,"TN","Nashville",14
3195,"NJ","Newark",5
3195,"FL","Orlando",1
3195,"NV","Paradise",1
3195,"PA","Philadelphia",3
3195,"MX","Playa del Carmen",2
3195,"RI","Providence",1
3195,"MX","Puerto Vallarta",1
3195,"VA","Richmond",1
3195,"MX","Riviera Maya",3
3195,"SC","Spartanburg",7
3195,"VI","St. Thomas",3
3195,"CA","Stanford",1
3195,"FL","Tallahassee",1
3195,"AL","Troy",1
3195,"PR","Trujillo Alto",2
3195,"DC","Washington",1
3195,"CT","West Hartford",1
3196,"GA","Athens",2
3196,"AL","Auburn",3
3196,"LA","Baton Rouge",2
3196,"CO","Boulder",2
3196,"OH","Bowling Green",1
3196,"NY","Brooklyn",2
3196,"TN","Chattanooga",1
3196,"MO","Columbia",1
3196,"SC","Columbia",1
3196,"GA","Duluth",2
3196,"AR","Fayetteville",3
3196,"BA","Freeport",1
3196,"FL","Gainesville",101
3196,"LA","Grambling",1
3196,"SC","Greenville",2
3196,"FL","Jacksonville",2
3196,"AR","Jonesboro",1
3196,"GA","Kennesaw",1
3196,"TN","Knoxville",1
3196,"NV","Las Vegas",2
3196,"KY","Lexington",2
3196,"WI","Madison",1
3196,"FL","Miami",1
3196,"AL","Mobile",1
3196,"TN","Nashville",7
3196,"VA","Norfolk",1
3196,"OK","Norman",1
3196,"FL","Ocala",2
3196,"ME","Orono",2
3196,"MS","Oxford",4
3196,"FL","Panama City",1
3196,"PA","Philadelphia",1
3196,"TX","Prairie View",1
3196,"RI","Providence",1
3196,"CA","San Francisco",1
3196,"GA","Savannah",2
3196,"MS","Starkville",2
3196,"AZ","Tempe",1
3196,"AL","Troy",1
3196,"AL","Tuscaloosa",3
3196,"PA","University Park",1
3196,"DC","Washington",1
3196,"FL","West Palm Beach",1
3196,"FL","Winter Park",1
3197,"IA","Ames",1
3197,"GA","Atlanta",1
3197,"MD","Baltimore",3
3197,"AL","Birmingham",1
3197,"TN","Clarksville",1
3197,"SC","Clemson",1
3197,"FL","Coral Gables",1
3197,"NC","Cullowhee",1
3197,"TX","Dallas",1
3197,"OH","Dayton",1
3197,"FL","Daytona Beach",3
3197,"DE","Dover",6
3197,"NC","Durham",4
3197,"FL","Gainesville",1
3197,"NC","Greensboro",1
3197,"LA","Hammond",2
3197,"VA","Hampton",1
3197,"MS","Hattiesburg",2
3197,"FL","Jacksonville",2
3197,"GA","Kennesaw",1
3197,"CA","Los Angeles",1
3197,"FL","Miami",1
3197,"AL","Montgomery",1
3197,"TN","Nashville",1
3197,"VA","Norfolk",8
3197,"SC","Orangeburg",7
3197,"MD","Princess Anne",3
3197,"GA","Savannah",5
3197,"FL","Tallahassee",56
3197,"FL","Tampa",1
3197,"DC","Washington",1
3197,"NC","Winston-Salem",1
3198,"GA","Atlanta",1
3198,"AL","Birmingham",2
3198,"FL","Boca Raton",5
3198,"KY","Bowling Green",1
3198,"TN","Cookeville",1
3198,"TX","Denton",2
3198,"CO","Denver",1
3198,"NC","Durham",1
3198,"TX","El Paso",3
3198,"FL","Gainesville",1
3198,"MS","Hattiesburg",1
3198,"AR","Hot Springs",4
3198,"WV","Huntington",1
3198,"FL","Jacksonville",4
3198,"LA","Lafayette",3
3198,"AR","Little Rock",1
3198,"FL","Miami",68
3198,"AL","Mobile",3
3198,"TN","Murfreesboro",1
3198,"FL","Orlando",1
3198,"NC","Raleigh",1
3198,"TX","San Antonio",2
3198,"FL","Tallahassee",1
3198,"AL","Troy",4
3198,"TX","Waco",1
3199,"OH","Akron",1
3199,"IA","Ames",1
3199,"GA","Atlanta",6
3199,"AL","Auburn",2
3199,"LA","Baton Rouge",1
3199,"BA","Bimini",2
3199,"AL","Birmingham",1
3199,"VA","Blacksburg",5
3199,"IN","Bloomington",1
3199,"NY","Brooklyn",2
3199,"MX","Cancun",2
3199,"NC","Chapel Hill",3
3199,"NC","Charlotte",2
3199,"VA","Charlottesville",4
3199,"MA","Chestnut Hill",6
3199,"IL","Chicago",1
3199,"OH","Cincinnati",1
3199,"SC","Clemson",9
3199,"MD","College Park",1
3199,"TX","College Station",2
3199,"AR","Conway",1
3199,"FL","Coral Gables",7
3199,"NC","Cullowhee",1
3199,"OH","Dayton",1
3199,"FL","Daytona Beach",2
3199,"TX","Denton",2
3199,"NC","Durham",1
3199,"TX","Fort Worth",1
3199,"BA","Freeport",2
3199,"FL","Gainesville",4
3199,"LA","Grambling",1
3199,"NC","Greensboro",10
3199,"PR","Guaynabo",1
3199,"VA","Harrisonburg",1
3199,"IA","Iowa City",1
3199,"AL","Jacksonville",1
3199,"NV","Las Vegas",1
3199,"CA","Long Beach",2
3199,"KY","Louisville",2
3199,"GA","Macon",2
3199,"CT","Mansfield",1
3199,"WI","Milwaukee",1
3199,"MN","Minneapolis",1
3199,"LA","New Orleans",1
3199,"NE","Omaha",1
3199,"FL","Orlando",2
3199,"OH","Oxford",1
3199,"PA","Philadelphia",1
3199,"PA","Pittsburgh",4
3199,"NY","Queens",1
3199,"NC","Raleigh",4
3199,"VI","St. Thomas",3
3199,"CA","Stockton",1
3199,"NY","Syracuse",1
3199,"FL","Tallahassee",142
3199,"TX","Waco",1
3199,"IN","West Lafayette",1
3199,"NC","Winston-Salem",4
3200,"NY","Albany",2
3200,"MA","Amherst",5
3200,"FL","Boca Raton",1
3200,"NY","Bronx",123
3200,"NC","Charlotte",2
3200,"OH","Cincinnati",1
3200,"FL","Coral Gables",1
3200,"NC","Davidson",3
3200,"OH","Dayton",1
3200,"DE","Dover",1
3200,"NC","Elon",1
3200,"FL","Estero",2
3200,"VA","Fairfax",4
3200,"NJ","Hackensack",1
3200,"NY","Ithaca",1
3200,"NJ","Jersey City",1
3200,"RI","Kingston",4
3200,"NV","Las Vegas",2
3200,"NJ","Lawrenceville",1
3200,"BA","Nassau",1
3200,"CT","New Britain",1
3200,"NY","New Rochelle",1
3200,"DE","Newark",1
3200,"PA","Philadelphia",10
3200,"PA","Pittsburgh",4
3200,"NY","Queens",1
3200,"VA","Richmond",9
3200,"NY","Riverdale",4
3200,"TX","San Antonio",1
3200,"CA","San Francisco",1
3200,"NY","St. Bonaventure",3
3200,"MO","St. Louis",3
3200,"NY","Stony Brook",1
3200,"DC","Washington",2
3200,"MA","Worcester",2
3201,"NM","Albuquerque",4
3201,"TX","Arlington",1
3201,"CA","Bakersfield",2
3201,"ID","Boise",5
3201,"WA","Cheney",1
3201,"TX","Dallas",3
3201,"OR","Eugene",1
3201,"CO","Fort Collins",4
3201,"CA","Fresno",116
3201,"CA","Fullerton",1
3201,"HI","Honolulu",3
3201,"CA","Irvine",1
3201,"WY","Laramie",3
3201,"NM","Las Cruces",3
3201,"NV","Las Vegas",22
3201,"UT","Logan",7
3201,"CA","Los Angeles",4
3201,"MT","Missoula",1
3201,"CA","Moraga",1
3201,"ID","Moscow",3
3201,"CA","Northridge",1
3201,"UT","Ogden",1
3201,"NY","Queens",1
3201,"NV","Reno",10
3201,"CA","Riverside",1
3201,"LA","Ruston",2
3201,"CA","Sacramento",1
3201,"CA","San Diego",8
3201,"CA","San Francisco",1
3201,"CA","San Jose",4
3201,"CA","San Luis Obispo",2
3201,"CA","Santa Barbara",2
3201,"CA","Santa Clara",1
3201,"NJ","South Orange",1
3201,"CA","Stockton",2
3201,"CO","USAF Academy",7
3202,"NC","Asheville",7
3202,"AL","Birmingham",3
3202,"FL","Boca Raton",2
3202,"NC","Boiling Springs",1
3202,"NC","Boone",1
3202,"MX","Cancun",1
3202,"SC","Charleston",3
3202,"NC","Charlotte",2
3202,"TN","Chattanooga",1
3202,"SC","Conway",1
3202,"NC","Cullowhee",6
3202,"NC","Davidson",1
3202,"NC","Elon",1
3202,"NC","Greensboro",5
3202,"SC","Greenville",90
3202,"NC","High Point",1
3202,"AL","Homewood",1
3202,"TN","Johnson City",1
3202,"NV","Las Vegas",1
3202,"GA","Macon",2
3202,"SC","Orangeburg",1
3202,"SC","Presbyterian",1
3202,"VA","Richmond",2
3202,"SC","Rock Hill",1
3202,"SC","Spartanburg",9
3202,"GA","Statesboro",4
3202,"FL","West Palm Beach",1
3203,"MA","Amherst",5
3203,"MD","Annapolis",2
3203,"TX","Arlington",1
3203,"GA","Atlanta",1
3203,"MD","Baltimore",2
3203,"PA","Bryn Mawr",1
3203,"TX","Cedar Park",2
3203,"IL","Champaign",1
3203,"NC","Davidson",2
3203,"OH","Dayton",2
3203,"TX","Denton",1
3203,"VA","Fairfax",5
3203,"FL","Fort Myers",2
3203,"BA","Freeport",2
3203,"CA","Fresno",1
3203,"CT","Hamden",1
3203,"RI","Kingston",4
3203,"TN","Memphis",2
3203,"DE","Newark",1
3203,"PA","Philadelphia",9
3203,"PA","Pittsburgh",5
3203,"VA","Richmond",18
3203,"SC","Spartanburg",1
3203,"NY","St. Bonaventure",1
3203,"MO","St. Louis",2
3203,"MD","Towson",2
3203,"PA","Villanova",1
3203,"DC","Washington",97
3203,"NJ","West Long Branch",1
3203,"VA","Williamsburg",1
3204,"NC","Asheville",3
3204,"GA","Atlanta",4
3204,"AL","Birmingham",1
3204,"NC","Boone",4
3204,"SC","Charleston",1
3204,"NC","Charlotte",1
3204,"SC","Clinton",1
3204,"SC","Conway",1
3204,"NC","Cullowhee",2
3204,"NC","Davidson",2
3204,"FL","DeLand",1
3204,"NC","Elon",1
3204,"FL","Gainesville",1
3204,"NC","Greensboro",2
3204,"SC","Greenville",1
3204,"MS","Hattiesburg",1
3204,"AR","Jonesboro",1
3204,"NV","Las Vegas",1
3204,"GA","Macon",3
3204,"AL","Mobile",2
3204,"LA","Monroe",2
3204,"SC","Orangeburg",1
3204,"SC","Rock Hill",1
3204,"TX","San Marcos",1
3204,"GA","Savannah",3
3204,"SC","Spartanburg",3
3204,"GA","Statesboro",51
3205,"NC","Asheville",7
3205,"NC","Boiling Springs",86
3205,"NC","Boone",1
3205,"NC","Buies Creek",2
3205,"NC","Chapel Hill",1
3205,"SC","Charleston",6
3205,"SC","Clinton",1
3205,"SC","Conway",7
3205,"NC","Cullowhee",2
3205,"NC","Davidson",1
3205,"NC","Durham",2
3205,"MD","Emmitsburg",1
3205,"VA","Farmville",5
3205,"FL","Gainesville",1
3205,"NC","High Point",9
3205,"GA","Kennesaw",2
3205,"VA","Lynchburg",3
3205,"GA","Macon",1
3205,"KY","Morehead",1
3205,"OK","Norman",1
3205,"SC","North Charleston",1
3205,"SC","Presbyterian",2
3205,"VA","Radford",2
3205,"SC","Rock Hill",7
3205,"SC","Spartanburg",6
3205,"IN","West Lafayette",1
3206,"MA","Amherst",3
3206,"MD","Annapolis",1
3206,"GA","Atlanta",1
3206,"MD","Baltimore",1
3206,"MA","Boston",1
3206,"CO","Boulder",1
3206,"NY","Brooklyn",1
3206,"SC","Charleston",1
3206,"TX","Dallas",1
3206,"MI","Detroit",1
3206,"VA","Fairfax",91
3206,"VA","Farmville",2
3206,"MO","Kansas City",2
3206,"RI","Kingston",2
3206,"NM","Las Cruces",1
3206,"NV","Las Vegas",1
3206,"PA","Loretto",1
3206,"FL","Miami",1
3206,"KY","Morehead",1
3206,"DE","Newark",1
3206,"IL","Normal",1
3206,"PA","Philadelphia",5
3206,"KY","Richmond",1
3206,"VA","Richmond",6
3206,"NY","St. Bonaventure",1
3206,"MO","St. Louis",1
3206,"GA","Statesboro",1
3206,"NY","Stony Brook",1
3206,"MD","Towson",1
3206,"PA","University Park",1
3206,"MD","Upper Marlboro",1
3206,"CO","USAF Academy",1
3206,"DC","Washington",1
3206,"KS","Wichita",2
3206,"NC","Wilmington",1
3207,"AK","Anchorage",1
3207,"MD","Baltimore",2
3207,"CA","Berkeley",2
3207,"VT","Burlington",2
3207,"NC","Chapel Hill",1
3207,"IL","Chicago",4
3207,"OH","Cincinnati",6
3207,"SC","Clemson",1
3207,"MD","College Park",2
3207,"FL","Daytona Beach",2
3207,"NH","Hanover",2
3207,"CT","Hartford",2
3207,"TX","Houston",1
3207,"IN","Indianapolis",3
3207,"NV","Las Vegas",2
3207,"NJ","Lawrenceville",2
3207,"CA","Los Angeles",1
3207,"KY","Louisville",1
3207,"FL","Miami",1
3207,"WI","Milwaukee",1
3207,"WV","Morgantown",1
3207,"MI","Mt. Pleasant",1
3207,"TN","Nashville",1
3207,"CT","New Haven",1
3207,"DE","Newark",2
3207,"NE","Omaha",1
3207,"PA","Philadelphia",1
3207,"PA","Pittsburgh",4
3207,"MD","Princess Anne",2
3207,"RI","Providence",6
3207,"VA","Richmond",3
3207,"CA","San Francisco",1
3207,"NJ","South Orange",3
3207,"MO","Springfield",1
3207,"VI","St. Thomas",1
3207,"NY","Syracuse",2
3207,"FL","Tampa",1
3207,"MD","Towson",1
3207,"PA","Villanova",3
3207,"DC","Washington",88
3207,"IN","West Lafayette",2
3207,"NJ","West Long Branch",1
3207,"NC","Winston-Salem",1
3208,"NM","Albuquerque",2
3208,"GA","Athens",143
3208,"GA","Atlanta",4
3208,"AL","Auburn",5
3208,"LA","Baton Rouge",2
3208,"BA","Bimini",1
3208,"VA","Charlottesville",1
3208,"TN","Chattanooga",1
3208,"OH","Cincinnati",1
3208,"SC","Clemson",1
3208,"TX","College Station",1
3208,"SC","Columbia",2
3208,"OH","Columbus",1
3208,"AR","Conway",1
3208,"TN","Cookeville",1
3208,"OH","Dayton",1
3208,"FL","Daytona Beach",2
3208,"GA","Duluth",3
3208,"AR","Fayetteville",6
3208,"TX","Fort Worth",2
3208,"FL","Gainesville",7
3208,"NC","Greensboro",1
3208,"SC","Greenville",2
3208,"MS","Hattiesburg",2
3208,"NV","Las Vegas",2
3208,"KY","Lexington",3
3208,"CA","Los Angeles",2
3208,"GA","Macon",3
3208,"FL","Miami",1
3208,"TN","Nashville",6
3208,"AR","North Little Rock",1
3208,"CA","Northridge",2
3208,"MS","Oxford",5
3208,"UT","Provo",1
3208,"PR","San Juan",1
3208,"GA","Savannah",1
3208,"WA","Spokane",3
3208,"GA","Statesboro",1
3208,"AZ","Tempe",2
3208,"AL","Tuscaloosa",6
3209,"TX","Arlington",1
3209,"GA","Atlanta",73
3209,"FL","Boca Raton",1
3209,"NC","Boone",3
3209,"MA","Boston",1
3209,"SC","Clinton",1
3209,"SC","Conway",1
3209,"NC","Cullowhee",1
3209,"FL","Daytona Beach",2
3209,"FL","DeLand",3
3209,"DE","Dover",1
3209,"TX","El Paso",1
3209,"VA","Fairfax",2
3209,"AL","Jacksonville",1
3209,"FL","Jacksonville",1
3209,"AR","Jonesboro",2
3209,"GA","Kennesaw",2
3209,"OH","Kent",1
3209,"LA","Lafayette",2
3209,"FL","Miami",1
3209,"AL","Mobile",2
3209,"LA","Monroe",4
3209,"KY","Morehead",1
3209,"BA","Nassau",1
3209,"NY","New Rochelle",1
3209,"FL","Orlando",1
3209,"TX","San Marcos",1
3209,"GA","Statesboro",5
3209,"MD","Towson",2
3209,"AL","Troy",2
3209,"MD","Upper Marlboro",1
3209,"NC","Wilmington",1
3210,"GA","Athens",1
3210,"GA","Atlanta",115
3210,"BA","Bimini",4
3210,"VA","Blacksburg",4
3210,"NC","Boone",1
3210,"NY","Brooklyn",4
3210,"NY","Brooklyn Heights",1
3210,"MX","Cancun",3
3210,"NC","Chapel Hill",4
3210,"VA","Charlottesville",2
3210,"MA","Chestnut Hill",4
3210,"IL","Chicago",1
3210,"SC","Clemson",9
3210,"MD","College Park",1
3210,"OH","Columbus",1
3210,"SC","Conway",1
3210,"FL","Coral Gables",2
3210,"GA","Duluth",9
3210,"NC","Durham",1
3210,"FL","Fort Myers",1
3210,"NC","Greensboro",10
3210,"PR","Guaynabo",2
3210,"IN","Indianapolis",1
3210,"GA","Kennesaw",3
3210,"FL","Miami",4
3210,"WI","Milwaukee",1
3210,"TN","Murfreesboro",2
3210,"BA","Nassau",2
3210,"PA","Pittsburgh",3
3210,"OR","Portland",1
3210,"NJ","Princeton",1
3210,"NC","Raleigh",3
3210,"PR","San Juan",1
3210,"WA","Seattle",1
3210,"VI","St. Thomas",1
3210,"NY","Syracuse",1
3210,"FL","Tallahassee",3
3210,"PA","University Park",1
3210,"FL","West Palm Beach",1
3210,"NC","Winston-Salem",5
3211,"MT","Bozeman",3
3211,"WA","Cheney",4
3211,"OH","Columbus",1
3211,"OR","Corvallis",3
3211,"OH","Dayton",1
3211,"FL","Estero",2
3211,"FL","Fort Myers",1
3211,"CA","Fullerton",1
3211,"ND","Grand Forks",1
3211,"NY","Hamilton",1
3211,"HI","Honolulu",2
3211,"WY","Laramie",2
3211,"NV","Las Vegas",21
3211,"CA","Los Angeles",12
3211,"WI","Madison",1
3211,"CA","Malibu",10
3211,"MT","Missoula",2
3211,"CA","Moraga",7
3211,"ID","Moscow",2
3211,"NV","Paradise",1
3211,"OR","Portland",13
3211,"UT","Provo",4
3211,"MX","Puerto Vallarta",2
3211,"WA","Pullman",4
3211,"CA","Riverside",1
3211,"CA","San Diego",9
3211,"CA","San Francisco",9
3211,"CA","Santa Clara",10
3211,"WA","Seattle",3
3211,"WA","Spokane",153
3211,"MO","Springfield",1
3211,"VI","St. Thomas",1
3211,"CA","Stanford",1
3211,"CA","Stockton",6
3211,"BC","Vancouver",2
3212,"LA","Baton Rouge",1
3212,"TX","Garland",3
3212,"LA","Grambling",73
3212,"MS","Greenwood",2
3212,"PR","Guaynabo",2
3212,"LA","Hammond",1
3212,"TX","Houston",10
3212,"AL","Huntsville",1
3212,"MS","Itta Bena",2
3212,"MS","Jackson",5
3212,"LA","Lake Charles",1
3212,"MS","Lorman",8
3212,"LA","Monroe",2
3212,"AL","Montgomery",5
3212,"LA","New Orleans",1
3212,"AL","Normal",3
3212,"AR","Pine Bluff",8
3212,"TX","Prairie View",4
3212,"LA","Shreveport",1
3212,"LA","Thibodaux",2
3212,"OK","Tulsa",1
3213,"CA","Bakersfield",2
3213,"FL","Boca Raton",1
3213,"UT","Cedar City",1
3213,"IL","Chicago",6
3213,"TX","Denton",3
3213,"TX","Edinburg",2
3213,"ND","Fargo",1
3213,"AZ","Flagstaff",1
3213,"FL","Fort Myers",1
3213,"CA","Irvine",1
3213,"MO","Kansas City",4
3213,"NV","Las Vegas",1
3213,"LA","Monroe",2
3213,"UT","Orem",4
3213,"AZ","Phoenix",52
3213,"NV","Reno",1
3213,"CA","Riverside",1
3213,"TX","San Antonio",1
3213,"WA","Seattle",4
3213,"OK","Tulsa",1
3213,"CO","USAF Academy",1
3214,"NC","Asheville",2
3214,"GA","Atlanta",3
3214,"MD","Baltimore",14
3214,"FL","Boca Raton",1
3214,"NC","Buies Creek",1
3214,"NC","Chapel Hill",1
3214,"SC","Charleston",1
3214,"TN","Chattanooga",1
3214,"MA","Chestnut Hill",1
3214,"IL","Chicago",1
3214,"SC","Clinton",2
3214,"SC","Columbia",2
3214,"FL","Daytona Beach",1
3214,"DE","Dover",8
3214,"NC","Durham",3
3214,"VA","Farmville",2
3214,"FL","Fort Myers",1
3214,"IN","Fort Wayne",1
3214,"NC","Greensboro",3
3214,"NC","Greenville",1
3214,"VA","Hampton",99
3214,"VA","Harrisonburg",1
3214,"MS","Hattiesburg",1
3214,"FL","Jacksonville",1
3214,"NJ","Jersey City",1
3214,"FL","Miami",5
3214,"LA","New Orleans",1
3214,"VA","Norfolk",19
3214,"SC","North Charleston",1
3214,"CA","Northridge",2
3214,"SC","Orangeburg",5
3214,"PA","Philadelphia",2
3214,"PA","Pittsburgh",1
3214,"MD","Princess Anne",5
3214,"VA","Radford",1
3214,"VA","Richmond",1
3214,"SC","Rock Hill",1
3214,"TX","San Marcos",1
3214,"GA","Savannah",3
3214,"SC","Spartanburg",1
3214,"MA","Springfield",1
3214,"MS","Starkville",1
3214,"CA","Stockton",1
3214,"FL","Tallahassee",4
3214,"AL","Tuscaloosa",1
3214,"DC","Washington",6
3214,"NC","Winston-Salem",9
3216,"NY","Albany",7
3216,"MA","Amherst",1
3216,"MD","Baltimore",8
3216,"ME","Bangor",1
3216,"PA","Bethlehem",2
3216,"MA","Boston",2
3216,"NY","Bronx",2
3216,"VT","Burlington",8
3216,"MD","College Park",1
3216,"NH","Durham",3
3216,"CT","Fairfield",3
3216,"NH","Hanover",3
3216,"NY","Hempstead",1
3216,"NY","Ithaca",1
3216,"RI","Kingston",1
3216,"NY","Loudonville",1
3216,"MA","Lowell",6
3216,"FL","Miami",2
3216,"CT","New Britain",4
3216,"DE","Newark",1
3216,"NJ","Newark",1
3216,"FL","Orlando",2
3216,"ME","Orono",4
3216,"PA","Philadelphia",1
3216,"ME","Portland",3
3216,"RI","Smithfield",1
3216,"NY","Stony Brook",8
3216,"NY","Vestal",7
3216,"CT","West Hartford",99
3217,"MA","Amherst",3
3217,"MD","Annapolis",1
3217,"GA","Atlanta",1
3217,"ME","Bangor",1
3217,"CA","Berkeley",1
3217,"AL","Birmingham",1
3217,"FL","Boca Raton",1
3217,"MA","Boston",13
3217,"CO","Boulder",1
3217,"NY","Bronx",3
3217,"MA","Cambridge",92
3217,"VA","Charlottesville",1
3217,"IL","Chicago",1
3217,"IL","DeKalb",1
3217,"NH","Durham",1
3217,"CT","Fairfield",1
3217,"FL","Fort Myers",1
3217,"TX","Fort Worth",1
3217,"ND","Grand Forks",1
3217,"CT","Hamden",1
3217,"NY","Hamilton",1
3217,"NH","Hanover",7
3217,"NY","Hempstead",1
3217,"TX","Houston",1
3217,"NY","Ithaca",9
3217,"RI","Kingston",3
3217,"KS","Lawrence",1
3217,"NY","Loudonville",2
3217,"MN","Minneapolis",1
3217,"CT","New Haven",6
3217,"NY","New York",8
3217,"NJ","Newark",2
3217,"CA","Northridge",2
3217,"IN","Notre Dame",2
3217,"ME","Orono",1
3217,"PA","Philadelphia",4
3217,"NJ","Princeton",1
3217,"RI","Providence",9
3217,"WA","Seattle",1
3217,"AZ","Tempe",1
3217,"MA","Worcester",1
3217,"MI","Ypsilanti",1
3218,"CA","Anaheim",4
3218,"CA","Bakersfield",1
3218,"CA","Davis",2
3218,"CO","Denver",1
3218,"AZ","Flagstaff",2
3218,"CO","Fort Collins",1
3218,"CA","Fullerton",3
3218,"HI","Honolulu",97
3218,"CA","Irvine",5
3218,"CA","Isla Vista",1
3218,"NM","Las Cruces",2
3218,"NV","Las Vegas",1
3218,"CA","Long Beach",6
3218,"CA","Los Angeles",1
3218,"CA","Malibu",1
3218,"NY","New York",1
3218,"CA","Northridge",3
3218,"AZ","Phoenix",1
3218,"NV","Reno",1
3218,"CA","Riverside",6
3218,"LA","Ruston",1
3218,"CA","Sacramento",1
3218,"CA","San Jose",1
3218,"CA","San Luis Obispo",4
3218,"CA","Santa Barbara",5
3218,"WA","Seattle",2
3218,"CA","Stockton",1
3218,"AZ","Tucson",1
3219,"MD","Annapolis",2
3219,"NC","Asheville",9
3219,"VA","Blacksburg",1
3219,"NC","Boiling Springs",5
3219,"NC","Buies Creek",5
3219,"SC","Charleston",6
3219,"SC","Clinton",4
3219,"SC","Conway",7
3219,"FL","DeLand",1
3219,"NC","Durham",1
3219,"NC","Elon",1
3219,"VA","Farmville",9
3219,"FL","Gainesville",2
3219,"NC","Greensboro",2
3219,"VA","Hampton",2
3219,"NC","High Point",97
3219,"TN","Johnson City",1
3219,"VA","Lynchburg",4
3219,"GA","Macon",1
3219,"VA","Norfolk",1
3219,"SC","North Charleston",1
3219,"SC","Presbyterian",2
3219,"VA","Radford",6
3219,"VA","Richmond",1
3219,"SC","Rock Hill",6
3219,"SC","Spartanburg",3
3219,"VA","Williamsburg",1
3220,"NY","Albany",2
3220,"GA","Atlanta",2
3220,"MD","Baltimore",1
3220,"MA","Boston",5
3220,"NY","Brooklyn",1
3220,"MX","Cancun",2
3220,"SC","Charleston",3
3220,"WA","Cheney",1
3220,"MA","Chestnut Hill",1
3220,"CA","Davis",1
3220,"FL","Daytona Beach",1
3220,"DE","Dover",1
3220,"NC","Elon",1
3220,"VA","Fairfax",3
3220,"CT","Fairfield",2
3220,"VA","Harrisonburg",4
3220,"NY","Hempstead",85
3220,"NJ","Jersey City",1
3220,"NV","Las Vegas",1
3220,"NY","Loudonville",1
3220,"PA","Moon Township",1
3220,"TN","Nashville",1
3220,"NY","New Rochelle",1
3220,"DE","Newark",2
3220,"NJ","Newark",1
3220,"NY","Niagara Falls",1
3220,"VA","Norfolk",2
3220,"PA","Philadelphia",5
3220,"NY","Poughkeepsie",1
3220,"RI","Providence",1
3220,"NY","Riverdale",1
3220,"NJ","South Orange",1
3220,"NY","St. Bonaventure",1
3220,"NY","Stony Brook",2
3220,"MD","Towson",5
3220,"MD","Upper Marlboro",4
3220,"DC","Washington",1
3220,"CT","West Hartford",1
3220,"VA","Williamsburg",4
3220,"NC","Wilmington",6
3221,"NY","Albany",1
3221,"IA","Ames",1
3221,"MA","Amherst",1
3221,"MD","Annapolis",4
3221,"MD","Baltimore",5
3221,"PA","Bethlehem",3
3221,"MA","Boston",5
3221,"VT","Burlington",1
3221,"MA","Cambridge",1
3221,"FL","Coral Gables",1
3221,"FL","Daytona Beach",1
3221,"FL","DeLand",1
